No.,x_m,y_m,z_m,official_velocity_ratio,predicted_velocity_ratio,speed_lbm,solid_corner_neighbors_max,samples
1,-27.000000,112.000000,2.000000,0.18000000,0.16029374,0.00645827,3,19
2,-93.000000,33.000000,2.000000,0.58999996,0.31234788,0.01258456,0,19
3,-88.000000,35.000000,2.000000,0.38000000,0.29070505,0.01171257,0,19
4,-74.000000,40.000000,2.000000,0.32000000,0.05659693,0.00228030,2,19
5,-61.000000,45.500000,2.000000,0.30000002,0.11487281,0.00462825,2,19
6,-50.500000,49.500000,2.000000,0.34000000,0.09575566,0.00385802,2,19
7,-33.500000,57.500000,2.000000,0.26000000,0.23786907,0.00958380,0,19
8,-9.500000,69.000000,2.000000,0.14000000,0.01266377,0.00051023,4,19
9,7.000000,76.500000,2.000000,0.12000000,0.06885938,0.00277436,2,19
10,45.000000,94.000000,2.000000,0.10000001,0.27219273,0.01096670,0,19
11,80.500000,110.000000,2.000000,0.55000000,0.13695071,0.00551777,2,19
12,-133.000000,21.000000,2.000000,0.30000002,0.21433071,0.00863543,0,19
13,-97.000000,19.000000,2.000000,0.58999996,0.08717167,0.00351217,2,19
14,-84.000000,22.500000,2.000000,0.46000000,0.32949345,0.01327536,0,19
15,-65.500000,29.500000,2.000000,0.40000000,0.30944670,0.01246767,0,19
16,-47.500000,36.500000,2.000000,0.38000000,0.23931890,0.00964221,0,19
17,-25.000000,47.000000,2.000000,0.20000000,0.08020278,0.00323139,4,19
18,-5.000000,56.000000,2.000000,0.28000000,0.14709911,0.00592665,2,19
19,13.500000,64.500000,2.000000,0.32000000,0.02544324,0.00102511,4,19
20,50.000000,81.500000,2.000000,0.20000000,0.16462978,0.00663297,2,19
21,87.000000,97.500000,2.000000,0.40000000,0.22479185,0.00905691,0,19
22,-114.500000,-8.000000,2.000000,0.58999996,0.10493438,0.00422783,2,19
23,-90.500000,8.000000,2.000000,0.54000004,0.12166858,0.00490205,2,19
24,-56.000000,33.000000,2.000000,0.46000000,0.24562475,0.00989627,0,19
25,-51.000000,22.000000,2.000000,0.52000000,0.36470735,0.01469414,0,19
26,-46.500000,11.000000,2.000000,0.55000000,0.30044238,0.01210489,0,19
27,-39.000000,16.000000,2.000000,0.48000000,0.18897368,0.00761379,2,19
28,-39.500000,-4.000000,2.000000,0.71000000,0.32686171,0.01316933,0,19
29,-32.000000,0.000000,2.000000,0.61000000,0.42025084,0.01693200,0,19
30,-39.000000,-11.000000,2.000000,0.69000000,0.13116919,0.00528483,2,19
31,6.500000,52.000000,2.000000,0.44000000,0.05869029,0.00236464,4,19
32,65.500000,74.500000,2.000000,0.54000004,0.15324980,0.00617447,2,19
33,73.500000,56.500000,2.000000,0.52000000,0.42706001,0.01720634,0,19
34,-117.500000,-32.000000,2.000000,0.32000000,0.38054883,0.01533239,0,19
35,-86.500000,-35.500000,2.000000,0.50000000,0.35022889,0.01411080,0,19
36,-75.000000,-31.500000,2.000000,0.32000000,0.40687221,0.01639297,0,19
37,-55.500000,-23.000000,2.000000,0.48000000,0.29154054,0.01174623,0,19
38,-26.000000,-10.000000,2.000000,0.61000000,0.10235191,0.00412378,2,19
39,-9.000000,-2.500000,2.000000,0.26000000,0.25831189,0.01040744,2,19
40,6.500000,4.500000,2.000000,0.38000000,0.06531667,0.00263162,4,19
41,29.500000,15.000000,2.000000,0.46000000,0.11835165,0.00476841,2,19
42,53.000000,26.000000,2.000000,0.44000000,0.10559930,0.00425462,2,19
43,67.500000,32.500000,2.000000,0.30000002,0.14581550,0.00587494,2,19
44,83.000000,39.000000,2.000000,0.46000000,0.16071098,0.00647508,2,19
45,120.500000,56.500000,2.000000,0.20000000,0.28982496,0.01167711,0,19
